Scorecard,Team 1,Team 2,Winner,Margin,Ground,Match Date
3538,New Zealand,South Africa,no result,,Hamilton,27-Oct-14
3539,India,Sri Lanka,India,169 runs,Cuttack,2-Nov-14
3540,India,Sri Lanka,India,6 wickets,Ahmedabad,6-Nov-14
3541,Hong Kong,P.N.G.,P.N.G.,4 wickets,Townsville,8-Nov-14
3542,Hong Kong,P.N.G.,,3 wickets,Townsville,9-Nov-14
3543,India,Sri Lanka,India,6 wickets,Hyderabad (Deccan),9-Nov-14
3544,India,Sri Lanka,India,153 runs,Kolkata,13-Nov-14
3545,Australia,South Africa,Australia,32 runs,Perth,14-Nov-14
3546,Australia,South Africa,South Africa,3 wickets,Perth,16-Nov-14
3547,India,Sri Lanka,India,3 wickets,Ranchi,16-Nov-14
3548,Australia,South Africa,Australia,73 runs,Canberra,19-Nov-14
3549,Australia,South Africa,Australia,3 wickets,Melbourne,21-Nov-14
3550,Bangladesh,Zimbabwe,Bangladesh,87 runs,Chittagong,21-Nov-14
3551,Australia,South Africa,Australia,2 wickets,Sydney,23-Nov-14
3552,Bangladesh,Zimbabwe,Bangladesh,68 runs,Chittagong,23-Nov-14
3553,Bangladesh,Zimbabwe,Bangladesh,124 runs,Dhaka,26-Nov-14
3554,Sri Lanka,England,Sri Lanka,25 runs,Colombo (RPS),
3555,Bangladesh,Zimbabwe,Bangladesh,21 runs,Dhaka,28-Nov-14
3556,U.A.E.,Afghanistan,U.A.E.,5 wickets,ICCA Dubai,28-Nov-14
3557,Sri Lanka,England,Sri Lanka,8 wickets,Colombo (RPS),29-Nov-14
3558,U.A.E.,Afghanistan,,6 wickets,ICCA Dubai,30-Nov-14
3559,Bangladesh,Zimbabwe,Bangladesh,5 wickets,Dhaka,1-Dec-14
3560,U.A.E.,Afghanistan,Afghanistan,2 wickets,ICCA Dubai,2-Dec-14
3561,Sri Lanka,England,England,5 wickets,Hambantota,3-Dec-14
3562,U.A.E.,Afghanistan,U.A.E.,30 runs,ICCA Dubai,4-Dec-14
3563,Sri Lanka,England,Sri Lanka,6 wickets,Colombo (RPS),7-Dec-14
3564,New Zealand,Pakistan,Pakistan,3 wickets,Dubai (DSC),8-Dec-14
3565,Sri Lanka,England,England,5 wickets,Pallekele,"Dec 10-11, 2014"
3566,New Zealand,Pakistan,New Zealand,,Sharjah,12-Dec-14
3567,Sri Lanka,England,Sri Lanka,90 runs,Pallekele,13-Dec-14
3568,New Zealand,Pakistan,Pakistan,147 runs,Sharjah,14-Dec-14
3569,Sri Lanka,England,Sri Lanka,87 runs,Colombo (RPS),
3570,New Zealand,Pakistan,,7 runs,Abu Dhabi,17-Dec-14
3571,New Zealand,Pakistan,New Zealand,68 runs,Abu Dhabi,19-Dec-14
3572,Afghanistan,Scotland,Afghanistan,8 wickets,ICCA Dubai,8-Jan-15
3573,Afghanistan,Ireland,Ireland,3 wickets,Dubai (DSC),10-Jan-15
3574,New Zealand,Sri Lanka,New Zealand,3 wickets,Christchurch,11-Jan-15
3575,Ireland,Scotland,Ireland,3 wickets,Dubai (DSC),12-Jan-15
3576,Afghanistan,Scotland,Scotland,150 runs,Abu Dhabi,14-Jan-15
3577,New Zealand,Sri Lanka,Sri Lanka,6 wickets,Hamilton,15-Jan-15
3578,Australia,England,Australia,,Sydney,16-Jan-15
3579,South Africa,West Indies,South Africa,61 runs,Durban,16-Jan-15
3580,New Zealand,Sri Lanka,no result,,Auckland,17-Jan-15
3581,Afghanistan,Ireland,Afghanistan,71 runs,Dubai (DSC),17-Jan-15
3582,Australia,India,Australia,4 wickets,Melbourne,18-Jan-15
3583,South Africa,West Indies,South Africa,148 runs,Johannesburg,18-Jan-15
3584,Ireland,Scotland,no result,,ICCA Dubai,19-Jan-15
3585,New Zealand,Sri Lanka,New Zealand,4 wickets,Nelson,20-Jan-15
3586,England,India,England,9 wickets,Brisbane,20-Jan-15
3587,South Africa,West Indies,South Africa,9 wickets,East London,21-Jan-15
3588,New Zealand,Sri Lanka,New Zealand,108 runs,Dunedin,23-Jan-15
3589,Australia,England,,3 wickets,Hobart,
3590,New Zealand,Sri Lanka,New Zealand,120 runs,Dunedin,25-Jan-15
3591,South Africa,West Indies,West Indies,1 wicket,Port Elizabeth,25-Jan-15
3592,Australia,India,no result,,Sydney,26-Jan-15
3593,South Africa,West Indies,South Africa,131 runs,Centurion,28-Jan-15
3594,New Zealand,Sri Lanka,Sri Lanka,34 runs,Wellington,29-Jan-15
3595,England,India,England,3 wickets,Perth,30-Jan-15
3596,New Zealand,Pakistan,New Zealand,7 wickets,Wellington,31-Jan-15
3597,Australia,England,Australia,112 runs,Perth,1-Feb-15
3598,New Zealand,Pakistan,New Zealand,119 runs,Napier,3-Feb-15
3599,New Zealand,Sri Lanka,New Zealand,98 runs,Christchurch,14-Feb-15
3600,Australia,England,Australia,111 runs,Melbourne,
3601,South Africa,Zimbabwe,South Africa,62 runs,Hamilton,15-Feb-15
3602,India,Pakistan,India,76 runs,Adelaide,15-Feb-15
3603,Ireland,West Indies,Ireland,4 wickets,Nelson,16-Feb-15
3604,New Zealand,Scotland,New Zealand,3 wickets,Dunedin,17-Feb-15
3605,Afghanistan,Bangladesh,Bangladesh,105 runs,Canberra,18-Feb-15
3606,U.A.E.,Zimbabwe,Zimbabwe,4 wickets,Nelson,19-Feb-15
3607,New Zealand,England,New Zealand,8 wickets,Wellington,20-Feb-15
3608,Pakistan,West Indies,West Indies,150 runs,Christchurch,21-Feb-15
3609,Afghanistan,Sri Lanka,Sri Lanka,4 wickets,Dunedin,22-Feb-15
3610,India,South Africa,India,130 runs,Melbourne,22-Feb-15
3611,England,Scotland,England,,Christchurch,23-Feb-15
3612,West Indies,Zimbabwe,West Indies,73 runs,Canberra,24-Feb-15
3613,Ireland,U.A.E.,Ireland,2 wickets,Brisbane,25-Feb-15
3614,Afghanistan,Scotland,Afghanistan,1 wicket,Dunedin,26-Feb-15
3615,Bangladesh,Sri Lanka,Sri Lanka,92 runs,Melbourne,26-Feb-15
3616,South Africa,West Indies,South Africa,257 runs,Sydney,27-Feb-15
3617,New Zealand,Australia,New Zealand,1 wicket,Auckland,28-Feb-15
3618,India,U.A.E.,India,9 wickets,Perth,28-Feb-15
3619,England,Sri Lanka,Sri Lanka,9 wickets,Wellington,1-Mar-15
3620,Pakistan,Zimbabwe,Pakistan,20 runs,Brisbane,1-Mar-15
3621,Ireland,South Africa,South Africa,201 runs,Canberra,3-Mar-15
3622,Pakistan,U.A.E.,Pakistan,129 runs,Napier,4-Mar-15
3623,Australia,Afghanistan,Australia,275 runs,Perth,4-Mar-15
3624,Bangladesh,Scotland,Bangladesh,6 wickets,Nelson,5-Mar-15
3625,India,West Indies,India,4 wickets,Perth,6-Mar-15
3626,Pakistan,South Africa,Pakistan,29 runs,Auckland,7-Mar-15
3627,Ireland,Zimbabwe,Ireland,5 runs,Hobart,7-Mar-15
3628,New Zealand,Afghanistan,New Zealand,6 wickets,,8-Mar-15
3629,Australia,Sri Lanka,Australia,64 runs,Sydney,8-Mar-15
3630,Bangladesh,England,Bangladesh,15 runs,Adelaide,9-Mar-15
3631,India,Ireland,India,8 wickets,Hamilton,10-Mar-15
3632,Scotland,Sri Lanka,Sri Lanka,148 runs,Hobart,11-Mar-15
3633,South Africa,U.A.E.,South Africa,146 runs,Wellington,
3634,New Zealand,Bangladesh,New Zealand,3 wickets,Hamilton,13-Mar-15
3635,Afghanistan,England,England,9 wickets,Sydney,13-Mar-15
3636,India,Zimbabwe,India,6 wickets,Auckland,14-Mar-15
3637,Australia,Scotland,Australia,7 wickets,Hobart,14-Mar-15
3638,U.A.E.,West Indies,West Indies,6 wickets,Napier,15-Mar-15
3639,Ireland,Pakistan,Pakistan,7 wickets,Adelaide,15-Mar-15
3640,South Africa,Sri Lanka,South Africa,9 wickets,Sydney,18-Mar-15
3641,Bangladesh,India,India,109 runs,Melbourne,19-Mar-15
3642,Australia,Pakistan,Australia,,Adelaide,20-Mar-15
3643,New Zealand,West Indies,New Zealand,143 runs,Wellington,21-Mar-15
3644,New Zealand,South Africa,New Zealand,4 wickets,Auckland,24-Mar-15
3645,Australia,India,Australia,95 runs,Sydney,26-Mar-15
3646,Australia,New Zealand,Australia,7 wickets,Melbourne,29-Mar-15
3647,Bangladesh,Pakistan,Bangladesh,79 runs,Dhaka,17-Apr-15
3648,Bangladesh,Pakistan,Bangladesh,,Dhaka,19-Apr-15
3649,Bangladesh,Pakistan,Bangladesh,8 wickets,Dhaka,22-Apr-15
3650,Ireland,England,no result,,Dublin (Malahide),8-May-15
3651,Pakistan,Zimbabwe,Pakistan,41 runs,Lahore,26-May-15
3652,Pakistan,Zimbabwe,Pakistan,6 wickets,Lahore,29-May-15
3653,Pakistan,Zimbabwe,no result,,Lahore,31-May-15
3654,England,New Zealand,England,210 runs,Birmingham,9-Jun-15
3655,England,New Zealand,New Zealand,13 runs,The Oval,12-Jun-15
3656,England,New Zealand,New Zealand,3 wickets,Southampton,14-Jun-15
3657,England,New Zealand,England,7 wickets,Nottingham,17-Jun-15
3658,Bangladesh,India,Bangladesh,79 runs,Dhaka,18-Jun-15
3659,England,New Zealand,England,3 wickets,Chester-le-Street,20-Jun-15
3660,Bangladesh,India,Bangladesh,6 wickets,Dhaka,21-Jun-15
3661,Bangladesh,India,India,77 runs,Dhaka,24-Jun-15
3662,Zimbabwe,India,India,4 runs,Harare,10-Jul-15
3663,Bangladesh,South Africa,South Africa,8 wickets,Dhaka,10-Jul-15
3664,Sri Lanka,Pakistan,Pakistan,6 wickets,Dambulla,11-Jul-15
3665,Zimbabwe,India,India,62 runs,Harare,12-Jul-15
3666,Bangladesh,South Africa,Bangladesh,7 wickets,Dhaka,12-Jul-15
3667,Zimbabwe,India,India,83 runs,Harare,14-Jul-15
3668,Bangladesh,South Africa,Bangladesh,9 wickets,Chittagong,15-Jul-15
3669,Sri Lanka,Pakistan,Sri Lanka,2 wickets,Pallekele,15-Jul-15
3670,Sri Lanka,Pakistan,Pakistan,135 runs,Colombo (RPS),
3671,Sri Lanka,Pakistan,Pakistan,7 wickets,Colombo (RPS),22-Jul-15
3672,Sri Lanka,Pakistan,Sri Lanka,165 runs,Hambantota,26-Jul-15
3673,Zimbabwe,New Zealand,,7 wickets,Harare,2-Aug-15
3674,Zimbabwe,New Zealand,New Zealand,10 wickets,Harare,4-Aug-15
3675,Zimbabwe,New Zealand,New Zealand,38 runs,Harare,7-Aug-15
3676,South Africa,New Zealand,South Africa,20 runs,Centurion,19-Aug-15
3677,South Africa,New Zealand,New Zealand,8 wickets,Potchefstroom,23-Aug-15
3678,South Africa,New Zealand,South Africa,62 runs,Durban,26-Aug-15
3679,Ireland,Australia,Australia,23 runs,Belfast,27-Aug-15
3680,England,Australia,Australia,59 runs,Southampton,3-Sep-15
3681,England,Australia,Australia,64 runs,Lord's,5-Sep-15
3682,England,Australia,England,93 runs,Manchester,8-Sep-15
3683,England,Australia,England,3 wickets,Leeds,11-Sep-15
3684,England,Australia,Australia,8 wickets,Manchester,
3685,Zimbabwe,Pakistan,Pakistan,131 runs,Harare,1-Oct-15
3686,Zimbabwe,Pakistan,Zimbabwe,5 runs,Harare,3-Oct-15
3687,Zimbabwe,Pakistan,Pakistan,7 wickets,Harare,5-Oct-15
3688,Zimbabwe,Ireland,Zimbabwe,2 wickets,Harare,9-Oct-15
3689,India,South Africa,South Africa,5 runs,Kanpur,11-Oct-15
3690,Zimbabwe,Ireland,Zimbabwe,5 wickets,Harare,11-Oct-15
3691,Zimbabwe,Ireland,Ireland,2 wickets,Harare,13-Oct-15
3692,India,South Africa,India,22 runs,Indore,14-Oct-15
3693,Zimbabwe,Afghanistan,Zimbabwe,8 wickets,Bulawayo,16-Oct-15
3694,Zimbabwe,Afghanistan,Afghanistan,58 runs,Bulawayo,18-Oct-15
3695,India,South Africa,South Africa,18 runs,Rajkot,18-Oct-15
3696,Zimbabwe,Afghanistan,Zimbabwe,6 wickets,Bulawayo,20-Oct-15
3697,Zimbabwe,Afghanistan,Afghanistan,3 wickets,Bulawayo,22-Oct-15
3698,India,South Africa,India,35 runs,Chennai,22-Oct-15
3699,Zimbabwe,Afghanistan,,73 runs,Bulawayo,24-Oct-15
3700,India,South Africa,South Africa,214 runs,Mumbai,25-Oct-15
3701,Sri Lanka,West Indies,Sri Lanka,1 wicket,Colombo (RPS),1-Nov-15
3702,Sri Lanka,West Indies,Sri Lanka,8 wickets,Colombo (RPS),4-Nov-15
3703,Bangladesh,Zimbabwe,Bangladesh,145 runs,Dhaka,7-Nov-15
3704,Sri Lanka,West Indies,Sri Lanka,19 runs,Pallekele,7-Nov-15
3705,Bangladesh,Zimbabwe,Bangladesh,58 runs,Dhaka,9-Nov-15
3706,Bangladesh,Zimbabwe,Bangladesh,61 runs,Dhaka,11-Nov-15
3707,England,Pakistan,Pakistan,6 wickets,Abu Dhabi,11-Nov-15
3708,England,Pakistan,England,95 runs,Abu Dhabi,13-Nov-15
3709,U.A.E.,Hong Kong,Hong Kong,89 runs,ICCA Dubai,16-Nov-15
3710,England,Pakistan,England,6 wickets,Sharjah,17-Nov-15
3711,U.A.E.,Hong Kong,Hong Kong,136 runs,ICCA Dubai,18-Nov-15
3712,England,Pakistan,England,84 runs,Dubai (DSC),20-Nov-15
3713,Afghanistan,Zimbabwe,Afghanistan,49 runs,Sharjah,25-Dec-15
3714,New Zealand,Sri Lanka,New Zealand,7 wickets,Christchurch,
3715,New Zealand,Sri Lanka,New Zealand,10 wickets,Christchurch,28-Dec-15
3716,Afghanistan,Zimbabwe,Afghanistan,4 wickets,Sharjah,29-Dec-15
3717,New Zealand,Sri Lanka,Sri Lanka,8 wickets,Nelson,31-Dec-15
3718,New Zealand,Sri Lanka,no result,,Nelson,2-Jan-16
3719,Afghanistan,Zimbabwe,,117 runs,Sharjah,2-Jan-16
3720,Afghanistan,Zimbabwe,Zimbabwe,65 runs,Sharjah,4-Jan-16
3721,New Zealand,Sri Lanka,New Zealand,36 runs,Mount Maunganui,5-Jan-16
3722,Afghanistan,Zimbabwe,Afghanistan,2 wickets,Sharjah,6-Jan-16
3723,Australia,India,Australia,5 wickets,Perth,12-Jan-16
3724,Australia,India,Australia,7 wickets,Brisbane,15-Jan-16
3725,Australia,India,Australia,3 wickets,Melbourne,17-Jan-16
3726,Australia,India,Australia,25 runs,Canberra,20-Jan-16
3727,Australia,India,India,6 wickets,Sydney,23-Jan-16
3728,New Zealand,Pakistan,New Zealand,70 runs,Wellington,25-Jan-16
3729,Hong Kong,Scotland,Hong Kong,109 runs,Mong Kok,26-Jan-16
3730,New Zealand,Pakistan,New Zealand,3 wickets,Auckland,31-Jan-16
3731,New Zealand,Australia,New Zealand,159 runs,Auckland,
3732,South Africa,England,England,39 runs,Bloemfontein,3-Feb-16
3733,New Zealand,Australia,Australia,4 wickets,Wellington,6-Feb-16
3734,South Africa,England,England,5 wickets,Port Elizabeth,6-Feb-16
3735,New Zealand,Australia,New Zealand,55 runs,Hamilton,8-Feb-16
3736,South Africa,England,,7 wickets,Centurion,9-Feb-16
3737,South Africa,England,South Africa,1 wicket,Johannesburg,12-Feb-16
3738,South Africa,England,South Africa,5 wickets,Cape Town,14-Feb-16
3739,West Indies,South Africa,West Indies,4 wickets,Providence,3-Jun-16
3740,West Indies,Australia,Australia,6 wickets,Providence,5-Jun-16
3741,Australia,South Africa,South Africa,47 runs,Providence,7-Jun-16
3742,Zimbabwe,India,India,9 wickets,Harare,11-Jun-16
3743,Australia,South Africa,Australia,36 runs,Basseterre,11-Jun-16
3744,Zimbabwe,India,India,8 wickets,Harare,13-Jun-16
3745,West Indies,Australia,West Indies,4 wickets,Basseterre,13-Jun-16
3746,Zimbabwe,India,India,10 wickets,Harare,15-Jun-16
3747,West Indies,South Africa,South Africa,139 runs,Basseterre,15-Jun-16
3748,Ireland,Sri Lanka,Sri Lanka,76 runs,Dublin (Malahide),16-Jun-16
3749,Ireland,Sri Lanka,Sri Lanka,136 runs,Dublin (Malahide),18-Jun-16
3750,Australia,South Africa,no result,,Bridgetown,
3751,England,Sri Lanka,tied,,Nottingham,21-Jun-16
3752,West Indies,Australia,Australia,6 wickets,Bridgetown,21-Jun-16
3753,England,Sri Lanka,England,10 wickets,Birmingham,24-Jun-16
3754,West Indies,South Africa,West Indies,100 runs,Bridgetown,24-Jun-16
3755,England,Sri Lanka,no result,,Bristol,26-Jun-16
3756,West Indies,Australia,Australia,58 runs,Bridgetown,26-Jun-16
3757,England,Sri Lanka,England,6 wickets,The Oval,29-Jun-16
3758,England,Sri Lanka,England,122 runs,Cardiff,2-Jul-16
3759,Scotland,Afghanistan,,,Edinburgh,4-Jul-16
3760,Scotland,Afghanistan,Afghanistan,78 runs,Edinburgh,6-Jul-16
3761,Ireland,Afghanistan,Afghanistan,39 runs,Belfast,12-Jul-16
3762,Ireland,Afghanistan,Ireland,6 wickets,Belfast,14-Jul-16
3763,Ireland,Afghanistan,Afghanistan,79 runs,Belfast,17-Jul-16
3764,Ireland,Afghanistan,Ireland,12 runs,,19-Jul-16
3765,Scotland,U.A.E.,Scotland,98 runs,Edinburgh,14-Aug-16
3766,Scotland,U.A.E.,Scotland,7 wickets,Edinburgh,16-Aug-16
3767,Ireland,Pakistan,Pakistan,255 runs,Dublin (Malahide),18-Aug-16
3768,Sri Lanka,Australia,Australia,3 wickets,Colombo (RPS),21-Aug-16
3769,Sri Lanka,Australia,Sri Lanka,82 runs,,24-Aug-16
3770,England,Pakistan,England,44 runs,Southampton,24-Aug-16
3771,England,Pakistan,England,4 wickets,Lord's,27-Aug-16
3772,Sri Lanka,Australia,Australia,2 wickets,Dambulla,28-Aug-16
3773,England,Pakistan,England,169 runs,Nottingham,30-Aug-16
3774,Sri Lanka,Australia,Australia,6 wickets,Dambulla,
3775,England,Pakistan,England,4 wickets,Leeds,1-Sep-16
3776,Sri Lanka,Australia,Australia,5 wickets,Pallekele,4-Sep-16
3777,England,Pakistan,Pakistan,4 wickets,Cardiff,4-Sep-16
3778,Scotland,Hong Kong,no result,,Edinburgh,8-Sep-16
3779,Scotland,Hong Kong,Scotland,53 runs,Edinburgh,10-Sep-16
3780,South Africa,Ireland,South Africa,206 runs,Benoni,25-Sep-16
3781,Bangladesh,Afghanistan,,7 runs,Dhaka,25-Sep-16
3782,Australia,Ireland,Australia,9 wickets,Benoni,27-Sep-16
3783,Bangladesh,Afghanistan,Afghanistan,2 wickets,Dhaka,28-Sep-16
3784,Pakistan,West Indies,Pakistan,111 runs,Sharjah,30-Sep-16
3785,South Africa,Australia,South Africa,6 wickets,Centurion,30-Sep-16
3786,Bangladesh,Afghanistan,Bangladesh,141 runs,Dhaka,1-Oct-16
3787,South Africa,Australia,South Africa,142 runs,Johannesburg,
3788,Pakistan,West Indies,Pakistan,59 runs,Sharjah,2-Oct-16
3789,Pakistan,West Indies,Pakistan,136 runs,Abu Dhabi,5-Oct-16
3790,South Africa,Australia,South Africa,4 wickets,Durban,5-Oct-16
3791,Bangladesh,England,England,21 runs,Dhaka,7-Oct-16
3792,South Africa,Australia,South Africa,6 wickets,Port Elizabeth,9-Oct-16
3793,Bangladesh,England,Bangladesh,34 runs,Dhaka,9-Oct-16
3794,Bangladesh,England,England,4 wickets,Chittagong,12-Oct-16
3795,South Africa,Australia,South Africa,31 runs,Cape Town,12-Oct-16
3796,India,New Zealand,India,6 wickets,Dharamsala,16-Oct-16
3797,India,New Zealand,New Zealand,6 runs,Delhi,20-Oct-16
3798,India,New Zealand,India,7 wickets,Mohali,23-Oct-16
3799,India,New Zealand,New Zealand,19 runs,Ranchi,26-Oct-16
3800,India,New Zealand,India,190 runs,Visakhapatnam,29-Oct-16
3801,Hong Kong,P.N.G.,Hong Kong,106 runs,Mong Kok,4-Nov-16
3802,Hong Kong,P.N.G.,P.N.G.,14 runs,Mong Kok,
3803,Hong Kong,P.N.G.,Hong Kong,7 wickets,Mong Kok,8-Nov-16
3804,Zimbabwe,Sri Lanka,Sri Lanka,8 wickets,Harare,14-Nov-16
3805,Sri Lanka,West Indies,West Indies,62 runs,Harare,16-Nov-16
3806,Zimbabwe,West Indies,tied,,Bulawayo,19-Nov-16
3807,Zimbabwe,Sri Lanka,no result,,Bulawayo,21-Nov-16
3808,Sri Lanka,West Indies,Sri Lanka,1 run,Bulawayo,23-Nov-16
3809,Zimbabwe,West Indies,,5 runs,Bulawayo,25-Nov-16
3810,Zimbabwe,Sri Lanka,Sri Lanka,6 wickets,Bulawayo,27-Nov-16
3811,Australia,New Zealand,Australia,68 runs,Sydney,4-Dec-16
3812,Australia,New Zealand,Australia,116 runs,Canberra,6-Dec-16
3813,Australia,New Zealand,Australia,117 runs,Melbourne,9-Dec-16
3814,New Zealand,Bangladesh,New Zealand,77 runs,Christchurch,26-Dec-16
3815,New Zealand,Bangladesh,New Zealand,67 runs,Nelson,29-Dec-16
3816,New Zealand,Bangladesh,New Zealand,8 wickets,Nelson,31-Dec-16
3817,Australia,Pakistan,Australia,92 runs,Brisbane,13-Jan-17
3818,Australia,Pakistan,,6 wickets,Melbourne,15-Jan-17
3819,India,England,India,3 wickets,Pune,15-Jan-17
3820,Australia,Pakistan,Australia,7 wickets,Perth,19-Jan-17
3821,India,England,India,15 runs,Cuttack,19-Jan-17
3822,Australia,Pakistan,Australia,86 runs,Sydney,22-Jan-17
3823,Hong Kong,Scotland,Hong Kong,7 wickets,Abu Dhabi,22-Jan-17
3824,India,England,England,5 runs,Kolkata,22-Jan-17
3825,U.A.E.,Scotland,U.A.E.,4 wickets,Dubai (DSC),24-Jan-17
3826,Australia,Pakistan,Australia,57 runs,Adelaide,26-Jan-17
3827,U.A.E.,Hong Kong,U.A.E.,6 wickets,,26-Jan-17
3828,South Africa,Sri Lanka,South Africa,8 wickets,Port Elizabeth,28-Jan-17
3829,New Zealand,Australia,New Zealand,6 runs,Auckland,30-Jan-17
3830,South Africa,Sri Lanka,South Africa,121 runs,Durban,1-Feb-17
3831,South Africa,Sri Lanka,South Africa,7 wickets,Johannesburg,4-Feb-17
3832,New Zealand,Australia,New Zealand,24 runs,Hamilton,5-Feb-17
3833,South Africa,Sri Lanka,South Africa,40 runs,Cape Town,
3834,South Africa,Sri Lanka,South Africa,88 runs,Centurion,10-Feb-17
3835,Zimbabwe,Afghanistan,Afghanistan,12 runs,Harare,16-Feb-17
3836,New Zealand,South Africa,,4 wickets,Hamilton,19-Feb-17
3837,Zimbabwe,Afghanistan,Afghanistan,54 runs,Harare,19-Feb-17
3838,Zimbabwe,Afghanistan,Zimbabwe,3 runs,Harare,21-Feb-17
3839,New Zealand,South Africa,New Zealand,6 runs,Christchurch,22-Feb-17
3840,Zimbabwe,Afghanistan,Zimbabwe,7 wickets,Harare,
3841,New Zealand,South Africa,South Africa,159 runs,Wellington,25-Feb-17
3842,Zimbabwe,Afghanistan,Afghanistan,106 runs,Harare,26-Feb-17
3843,New Zealand,South Africa,New Zealand,7 wickets,,1-Mar-17
3844,U.A.E.,Ireland,Ireland,85 runs,ICCA Dubai,2-Mar-17
3845,West Indies,England,England,45 runs,North Sound,3-Mar-17
3846,New Zealand,South Africa,South Africa,6 wickets,Auckland,4-Mar-17
3847,U.A.E.,Ireland,,8 wickets,ICCA Dubai,4-Mar-17
3848,West Indies,England,England,4 wickets,North Sound,5-Mar-17
3849,West Indies,England,England,186 runs,Bridgetown,9-Mar-17
3850,Afghanistan,Ireland,Afghanistan,30 runs,Greater Noida,15-Mar-17
3851,Afghanistan,Ireland,Afghanistan,34 runs,Greater Noida,17-Mar-17
3852,Afghanistan,Ireland,Ireland,6 wickets,Greater Noida,19-Mar-17
3853,Afghanistan,Ireland,Ireland,3 wickets,Greater Noida,22-Mar-17
3854,Afghanistan,Ireland,Afghanistan,7 wickets,Greater Noida,24-Mar-17
3855,Sri Lanka,Bangladesh,Bangladesh,90 runs,Dambulla,25-Mar-17
3856,Sri Lanka,Bangladesh,no result,,Dambulla,28-Mar-17
3857,U.A.E.,P.N.G.,U.A.E.,82 runs,Abu Dhabi,31-Mar-17
3858,Sri Lanka,Bangladesh,Sri Lanka,70 runs,Colombo (SSC),
3859,U.A.E.,P.N.G.,P.N.G.,26 runs,Abu Dhabi,2-Apr-17
3860,U.A.E.,P.N.G.,U.A.E.,103 runs,Abu Dhabi,4-Apr-17
3861,West Indies,Pakistan,West Indies,4 wickets,Providence,7-Apr-17
3862,West Indies,Pakistan,Pakistan,74 runs,Providence,9-Apr-17
3863,West Indies,Pakistan,Pakistan,6 wickets,Providence,11-Apr-17
3864,England,Ireland,England,7 wickets,Bristol,5-May-17
3865,England,Ireland,England,85 runs,Lord's,7-May-17
3866,Ireland,Bangladesh,no result,,Dublin (Malahide),12-May-17
3867,Ireland,New Zealand,,51 runs,Dublin (Malahide),14-May-17
3868,Bangladesh,New Zealand,New Zealand,4 wickets,Dublin,17-May-17
3869,Ireland,Bangladesh,Bangladesh,8 wickets,Dublin (Malahide),19-May-17
3870,Ireland,New Zealand,New Zealand,190 runs,Dublin (Malahide),21-May-17
3871,Bangladesh,New Zealand,Bangladesh,5 wickets,Dublin,24-May-17
3872,England,South Africa,England,72 runs,Leeds,24-May-17
3873,England,South Africa,England,2 runs,Southampton,
3874,England,South Africa,South Africa,7 wickets,Lord's,29-May-17
3875,England,Bangladesh,England,8 wickets,The Oval,1-Jun-17
3876,Australia,New Zealand,no result,,Birmingham,2-Jun-17
3877,South Africa,Sri Lanka,,96 runs,The Oval,3-Jun-17
3878,India,Pakistan,India,124 runs,Birmingham,4-Jun-17
3879,Australia,Bangladesh,no result,,The Oval,5-Jun-17
3880,England,New Zealand,England,87 runs,Cardiff,6-Jun-17
3881,Pakistan,South Africa,Pakistan,19 runs,Birmingham,7-Jun-17
3882,India,Sri Lanka,Sri Lanka,7 wickets,The Oval,8-Jun-17
3883,Bangladesh,New Zealand,Bangladesh,5 wickets,Cardiff,9-Jun-17
